#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_23:1015122-1015484 -            121 36106at4891          -             72   1.7e-43  144.0  16.5   1   1   1.8e-45   5.5e-43  142.4  16.5     1    72    32   112    32   112 0.96 -
contig_16:1071430-1071924 -            165 36106at4891          -             72   4.5e-09   33.8  10.4   1   1   2.2e-10   6.7e-08   30.0  10.4    18    69    35    93     1    96 0.87 -
contig_38:448285-448440   -             52 36106at4891          -             72   2.4e-06   25.0   3.4   1   1   1.9e-08   5.6e-06   23.8   3.4    20    69     4    50     2    52 0.90 -
contig_39:379016-381289   -            758 36106at4891          -             72    0.0011   16.6   4.3   1   1   7.3e-06    0.0022   15.6   4.3    23    69   698   750   692   753 0.71 -
contig_23:782800-784437   -            546 36106at4891          -             72    0.0077   13.8   3.8   1   1   6.7e-05      0.02   12.5   3.8    45    69   369   393   332   395 0.72 -
contig_5:729375-729509    -             45 36106at4891          -             72    0.0091   13.6   7.6   1   1   5.8e-05     0.017   12.7   7.6    44    64    16    36     1    45 0.77 -
contig_2:156224-160909    -           1562 36106at4891          -             72     0.017   12.7   3.1   1   1   0.00012     0.035   11.7   3.1    21    69  1505  1553  1499  1556 0.82 -
scaffold_37:590358-594899 -           1514 36106at4891          -             72     0.058   11.0   3.9   1   1   0.00057      0.17    9.5   3.9    42    69  1210  1237  1189  1239 0.77 -
contig_7:245777-246988    -            404 36106at4891          -             72       1.2    6.8   7.2   1   2    0.0054       1.6    6.4   5.1    43    69    29    55     9    57 0.78 -
contig_7:245777-246988    -            404 36106at4891          -             72       1.2    6.8   7.2   2   2       1.5   4.5e+02   -1.5   0.0    20    29   177   186   173   194 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/36106at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/36106at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/36106at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:57 2023
# [ok]
