#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_25:706002-706496 -            165 32220at4891          -            143   4.2e-89  293.1   0.1   1   1   2.3e-91   4.7e-89  292.9   0.1     1   143     1   149     1   149 0.97 -
contig_23:132461-132868   -            136 32220at4891          -            143     4e-37  124.6   0.1   1   1     2e-39   4.1e-37  124.6   0.1    17   134    14   135     1   136 0.89 -
contig_16:949208-949606   -            133 32220at4891          -            143   8.6e-36  120.3   0.1   1   1   4.5e-38   9.3e-36  120.2   0.1    18   133     4   119     1   130 0.94 -
contig_38:407474-407872   -            133 32220at4891          -            143   1.7e-35  119.3   0.0   1   1     9e-38   1.9e-35  119.2   0.0    18   130     4   116     1   130 0.94 -
contig_2:599738-600223    -            162 32220at4891          -            143   4.8e-34  114.6   0.0   1   1     2e-35   4.1e-33  111.6   0.0     5   138     2   155     1   160 0.83 -
contig_16:888373-888789   -            139 32220at4891          -            143   2.3e-31  106.0   0.0   1   1   1.4e-33   2.8e-31  105.7   0.0    19   128    11   121     4   132 0.91 -
contig_12:444688-445305   -            206 32220at4891          -            143   9.6e-30  100.7   0.1   1   1   5.6e-32   1.2e-29  100.4   0.1     5   141     2   143     1   145 0.92 -
contig_16:956526-957002   -            159 32220at4891          -            143   1.3e-28   97.0   0.8   1   1   3.9e-30   8.1e-28   94.5   0.8    27   137    31   157     3   159 0.84 -
contig_16:707872-708516   -            215 32220at4891          -            143   3.9e-25   85.8   0.0   1   1     3e-27   6.1e-25   85.1   0.0     7   127     5   130     1   141 0.83 -
contig_16:1167358-1167792 -            145 32220at4891          -            143   8.6e-25   84.7   0.0   1   1   4.7e-27   9.6e-25   84.5   0.0    17   134     8   135     1   141 0.82 -
scaffold_37:705793-706227 -            145 32220at4891          -            143   1.6e-24   83.8   0.0   1   1   7.6e-27   1.6e-24   83.8   0.0    35   129    38   132     1   145 0.87 -
contig_12:216996-217745   -            250 32220at4891          -            143   8.9e-18   61.9   0.0   1   1     6e-20   1.2e-17   61.5   0.0     3   113     4   118     1   138 0.83 -
scaffold_25:753677-754075 -            133 32220at4891          -            143   3.3e-11   40.6   0.0   1   1   1.9e-13   3.9e-11   40.4   0.0    30   113    34   119    15   128 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/32220at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/32220at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/32220at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:56 2023
# [ok]
