#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_38:413613-415883   -            757 2212at4891           -            586  2.2e-281  932.0   4.3   1   1  4.4e-283  5.1e-281  930.7   4.3     1   567    40   703    40   710 0.90 -
contig_16:1266781-1269285 -            835 2212at4891           -            586  9.3e-106  352.0   0.0   1   2   3.3e-51   3.8e-49  165.1   0.1   143   380   216   437   199   462 0.90 -
contig_16:1266781-1269285 -            835 2212at4891           -            586  9.3e-106  352.0   0.0   2   2   4.1e-57   4.8e-55  184.6   0.0   142   384   488   717   459   732 0.91 -
scaffold_37:873945-876275 -            777 2212at4891           -            586   1.4e-90  301.9   0.0   1   2   8.8e-47     1e-44  150.5   0.0   141   402   245   495   216   504 0.92 -
scaffold_37:873945-876275 -            777 2212at4891           -            586   1.4e-90  301.9   0.0   2   2   1.9e-46   2.2e-44  149.3   0.0   165   398   539   757   515   768 0.90 -
scaffold_37:56135-58618   -            828 2212at4891           -            586   3.9e-80  267.4   0.1   1   2   2.7e-35   3.2e-33  112.5   0.0   143   387   207   440   171   458 0.85 -
scaffold_37:56135-58618   -            828 2212at4891           -            586   3.9e-80  267.4   0.1   2   2   2.1e-47   2.5e-45  152.5   0.0   158   408   549   789   534   812 0.83 -
contig_12:332552-387050   -            540 2212at4891           -            586     5e-59  197.7   0.1   1   2   8.9e-18     1e-15   54.7   0.0   175   376    34   240    23   289 0.73 -
contig_12:332552-387050   -            540 2212at4891           -            586     5e-59  197.7   0.1   2   2   6.6e-43   7.7e-41  137.7   0.0   143   398   290   536   259   540 0.86 -
contig_39:77908-81021     -           1038 2212at4891           -            586   7.7e-49  164.1   0.0   1   3      0.16        19    1.0   0.0   428   498   451   525   420   528 0.81 -
contig_39:77908-81021     -           1038 2212at4891           -            586   7.7e-49  164.1   0.0   2   3      0.03       3.5    3.4   0.0   319   401   596   676   587   707 0.80 -
contig_39:77908-81021     -           1038 2212at4891           -            586   7.7e-49  164.1   0.0   3   3   3.3e-48   3.9e-46  155.2   0.0   177   375   727   919   719   931 0.88 -
contig_21:20425-23277     -            951 2212at4891           -            586   3.2e-48  162.0   0.1   1   3      0.65        75   -1.0   0.0   293   380   514   607   465   641 0.70 -
