#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_5:685083-685895    -            271 27505at4891          -            184   5.5e-46  154.1  10.2   1   3   3.4e-13   5.8e-11   39.9   0.9     6    41    28    72    25    81 0.81 -
contig_5:685083-685895    -            271 27505at4891          -            184   5.5e-46  154.1  10.2   2   3   2.6e-13   4.4e-11   40.3   0.0    41    80    90   129    84   146 0.86 -
contig_5:685083-685895    -            271 27505at4891          -            184   5.5e-46  154.1  10.2   3   3   6.7e-25   1.1e-22   78.1   1.2    76   177   151   266   136   271 0.79 -
contig_3:100056-101468    -            471 27505at4891          -            184   5.7e-16   56.2   5.7   1   2   5.3e-18   8.8e-16   55.6   3.1     9    74    24    88    17    92 0.89 -
contig_3:100056-101468    -            471 27505at4891          -            184   5.7e-16   56.2   5.7   2   2      0.36        60    0.7   0.0   120   155   427   462   403   470 0.83 -
scaffold_37:300398-301672 -            425 27505at4891          -            184   2.3e-14   51.0   0.1   1   1   2.3e-16   3.9e-14   50.2   0.1    11    92     2    86     1    98 0.86 -
contig_2:227747-228868    -            374 27505at4891          -            184   7.7e-14   49.3   1.4   1   1   7.7e-16   1.3e-13   48.5   1.4    17    75    31    86    20    92 0.86 -
contig_21:482210-483505   -            432 27505at4891          -            184   1.2e-13   48.6   1.5   1   1   1.1e-15   1.8e-13   48.1   1.5     7    76     4    73     1    87 0.85 -
contig_21:506690-507916   -            409 27505at4891          -            184   4.4e-13   46.8   0.1   1   1     4e-15   6.8e-13   46.2   0.1    11    75     8    71     2    77 0.86 -
contig_21:221530-223293   -            588 27505at4891          -            184   1.3e-12   45.2   1.2   1   4   8.1e-15   1.3e-12   45.2   1.2    11    93     6    89     2   123 0.83 -
contig_21:221530-223293   -            588 27505at4891          -            184   1.3e-12   45.2   1.2   2   4         6     1e+03   -3.3   4.6    49    90   192   234   184   256 0.46 -
