#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:505749-507950    -            734 14136at4891          -            434  7.6e-120  398.2  34.1   1   4   4.6e-92   4.8e-90  300.0   6.2    11   233    99   361    90   373 0.86 -
contig_2:505749-507950    -            734 14136at4891          -            434  7.6e-120  398.2  34.1   2   4     4e-15   4.2e-13   46.4   1.2   231   339   384   524   367   533 0.78 -
contig_2:505749-507950    -            734 14136at4891          -            434  7.6e-120  398.2  34.1   3   4   7.1e-05    0.0073   12.7   0.5   324   367   537   587   528   594 0.82 -
contig_2:505749-507950    -            734 14136at4891          -            434  7.6e-120  398.2  34.1   4   4   2.2e-15   2.2e-13   47.3   5.1   356   434   655   733   607   733 0.62 -
contig_23:339381-341963   -            861 14136at4891          -            434   1.6e-25   87.3   3.5   1   1   8.2e-27   8.5e-25   85.0   3.5    16   230   293   523   288   558 0.75 -
contig_23:949185-950138   -            318 14136at4891          -            434   1.1e-16   58.3   1.9   1   1   7.3e-15   7.5e-13   45.6   1.7    17   230     6   210     1   229 0.71 -
contig_21:87099-88100     -            334 14136at4891          -            434   7.1e-12   42.4   0.4   1   1     6e-12   6.2e-10   36.0   0.4    16   229     9   213     1   220 0.80 -
scaffold_37:328678-343407 -           4910 14136at4891          -            434   1.4e-10   38.1   6.9   1   5    0.0053      0.55    6.5   0.1    70   103   649   682   645   685 0.89 -
scaffold_37:328678-343407 -           4910 14136at4891          -            434   1.4e-10   38.1   6.9   2   5    0.0064      0.66    6.2   0.0    70   102  1079  1111  1060  1127 0.89 -
scaffold_37:328678-343407 -           4910 14136at4891          -            434   1.4e-10   38.1   6.9   3   5   0.00019      0.02   11.3   0.0    69   103  1363  1397  1358  1401 0.88 -
scaffold_37:328678-343407 -           4910 14136at4891          -            434   1.4e-10   38.1   6.9   4   5    0.0001     0.011   12.1   0.0    68   103  1741  1776  1735  1779 0.91 -
scaffold_37:328678-343407 -           4910 14136at4891          -            434   1.4e-10   38.1   6.9   5   5       3.8   3.9e+02   -2.9   0.1   254   311  3368  3427  3364  3434 0.66 -
