#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:879360-880289    -            310 24646at4891          -            237  2.1e-116  384.8  13.6   1   3  1.9e-108  4.2e-106  351.1   4.9     1   193     6   224     6   231 0.92 -
contig_2:879360-880289    -            310 24646at4891          -            237  2.1e-116  384.8  13.6   2   3   1.2e-12   2.7e-10   37.5   0.6   189   228   239   278   235   292 0.80 -
contig_2:879360-880289    -            310 24646at4891          -            237  2.1e-116  384.8  13.6   3   3      0.81   1.8e+02   -1.2   0.0   223   236   297   310   290   310 0.86 -
scaffold_25:265726-266700 -            325 24646at4891          -            237   1.1e-19   68.3   0.2   1   1   9.2e-22   2.1e-19   67.3   0.2     2   168     3   180     2   201 0.80 -
contig_2:378478-378993    -            172 24646at4891          -            237   3.5e-07   27.3   0.1   1   1     2e-09   4.4e-07   27.0   0.1    44   123    43   126     3   147 0.75 -
contig_23:594924-595469   -            182 24646at4891          -            237   6.4e-05   19.9   0.0   1   1   3.7e-07   8.3e-05   19.6   0.0     4   147     8   152     5   159 0.77 -
contig_2:651116-651739    -            208 24646at4891          -            237   0.00015   18.7   0.0   1   1   8.4e-07   0.00019   18.4   0.0     4    91    10    93     4   159 0.74 -
contig_23:409198-409548   -            117 24646at4891          -            237   0.00015   18.7   0.0   1   1   7.9e-07   0.00018   18.5   0.0     4    94     1    86     1   114 0.77 -
contig_3:50549-51166      -            206 24646at4891          -            237   0.00017   18.5   0.3   1   1   1.2e-06   0.00027   17.9   0.2     4   103    10   105     8   154 0.72 -
scaffold_37:629317-630732 -            279 24646at4891          -            237    0.0003   17.7   0.0   1   1     2e-06   0.00044   17.2   0.0     2    89    74   156    73   202 0.75 -
contig_3:125633-126277    -            215 24646at4891          -            237    0.0016   15.4   0.1   1   1     1e-05    0.0023   14.9   0.1     3    93    21   106    19   154 0.69 -
contig_38:72144-72713     -            190 24646at4891          -            237    0.0029   14.5   0.0   1   1   1.6e-05    0.0035   14.2   0.0     4   128     1   130     1   171 0.70 -
contig_23:582430-582954   -            175 24646at4891          -            237    0.0072   13.2   0.0   1   1   4.1e-05    0.0091   12.9   0.0     4   131    19   142    16   158 0.67 -
contig_12:362494-363162   -            223 24646at4891          -            237     0.011   12.6   0.1   1   1   0.00011     0.025   11.4   0.0     4    64    15    75    13    90 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/24646at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/24646at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/24646at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:55 2023
# [ok]
