#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_5:619574-621814    -            747 4361at4891           -            509  2.3e-291  963.7   3.9   1   2   5.2e-18   5.4e-16   55.3   0.0     1    47   121   167   121   182 0.90 -
contig_5:619574-621814    -            747 4361at4891           -            509  2.3e-291  963.7   3.9   2   2  3.5e-276  3.6e-274  907.0   1.8    42   509   211   712   195   712 0.95 -
contig_12:386073-387632   -            520 4361at4891           -            509  1.8e-122  406.5   0.1   1   1  2.1e-124  2.2e-122  406.3   0.1    83   502    66   510    52   514 0.87 -
contig_12:332552-387050   -            540 4361at4891           -            509  1.3e-121  403.7   0.0   1   2     4e-34   4.1e-32  108.4   0.0    91   305     2   237     1   242 0.80 -
contig_12:332552-387050   -            540 4361at4891           -            509  1.3e-121  403.7   0.0   2   2   9.8e-89     1e-86  288.6   0.1    72   329   269   539   261   540 0.88 -
contig_16:1266781-1269285 -            835 4361at4891           -            509  1.4e-121  403.6   0.8   1   2   2.2e-62   2.3e-60  201.7   0.1    80   309   203   434   173   450 0.94 -
contig_16:1266781-1269285 -            835 4361at4891           -            509  1.4e-121  403.6   0.8   2   2     5e-62   5.2e-60  200.5   0.0    81   318   477   719   462   741 0.92 -
scaffold_37:873945-876275 -            777 4361at4891           -            509  5.8e-106  352.1   0.0   1   2     1e-47     1e-45  153.3   0.0    89   310   243   471   224   496 0.89 -
scaffold_37:873945-876275 -            777 4361at4891           -            509  5.8e-106  352.1   0.0   2   2   6.4e-61   6.6e-59  196.8   0.0    83   326   508   757   477   771 0.91 -
scaffold_37:56135-58618   -            828 4361at4891           -            509  6.3e-101  335.5   0.0   1   2   2.8e-49   2.9e-47  158.4   0.0    83   308   197   429   186   438 0.90 -
scaffold_37:56135-58618   -            828 4361at4891           -            509  6.3e-101  335.5   0.0   2   2   3.1e-54   3.2e-52  174.8   0.0    85   309   527   757   503   769 0.92 -
contig_39:181381-182781   -            467 4361at4891           -            509   8.1e-60  199.8   0.0   1   1   1.2e-61   1.2e-59  199.3   0.0    83   332   201   456   191   461 0.92 -
scaffold_25:689198-690409 -            404 4361at4891           -            509   3.4e-58  194.5   0.6   1   2       3.8   3.9e+02   -3.7   0.1    87   113    34    60    23    66 0.76 -
scaffold_25:689198-690409 -            404 4361at4891           -            509   3.4e-58  194.5   0.6   2   2     4e-60   4.1e-58  194.2   0.1    86   330   142   392    99   402 0.88 -
contig_23:277555-278865   -            437 4361at4891           -            509   7.8e-58  193.3   0.1   1   1     1e-59     1e-57  192.9   0.1    80   310   170   405   138   425 0.90 -
contig_23:539417-540724   -            436 4361at4891           -            509   3.3e-57  191.2   0.3   1   1   4.7e-59   4.8e-57  190.7   0.3    80   313   171   410   151   426 0.88 -
contig_16:1066064-1067380 -            439 4361at4891           -            509   6.9e-54  180.3   0.0   1   1     9e-56   9.2e-54  179.9   0.0    59   327   148   426   135   434 0.90 -
contig_16:262402-263685   -            428 4361at4891           -            509   1.9e-49  165.6   0.1   1   1   2.5e-51   2.6e-49  165.2   0.1    82   314   163   401   130   413 0.84 -
contig_21:20425-23277     -            951 4361at4891           -            509   1.1e-48  163.1   0.0   1   2      0.11        12    1.4   0.0   182   273   461   555   450   636 0.67 -
contig_21:20425-23277     -            951 4361at4891           -            509   1.1e-48  163.1   0.0   2   2   1.4e-49   1.5e-47  159.4   0.0    86   310   648   878   632   898 0.90 -
scaffold_25:62769-66899   -           1377 4361at4891           -            509   5.3e-48  160.9   0.0   1   2   1.1e-48   1.2e-46  156.4   0.0    85   310   407   640   396   666 0.90 -
