#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_7:234712-237465      -            918 4206at4891           -            742         0 1295.3  11.9   1   2  4.9e-116    2e-114  380.6   3.2     1   212     1   222     1   228 0.96 -
contig_7:234712-237465      -            918 4206at4891           -            742         0 1295.3  11.9   2   2  3.3e-279  1.3e-277  920.0   1.5   211   742   246   836   240   836 0.93 -
contig_7:232674-237465      -           1413 4206at4891           -            742         0 1292.8  11.9   1   2  9.8e-116  3.9e-114  379.6   3.2     1   212     1   222     1   228 0.96 -
contig_7:232674-237465      -           1413 4206at4891           -            742         0 1292.8  11.9   2   2    1e-278    4e-277  918.4   1.5   211   742   246   836   240   836 0.93 -
contig_7:255115-256113      -            333 4206at4891           -            742   9.3e-34  113.8   7.8   1   4   4.2e-10   1.7e-08   30.3   0.1   302   374     2    83     1    84 0.81 -
contig_7:255115-256113      -            333 4206at4891           -            742   9.3e-34  113.8   7.8   2   4   3.4e-13   1.3e-11   40.6   0.3   316   374    67   124    54   152 0.90 -
contig_7:255115-256113      -            333 4206at4891           -            742   9.3e-34  113.8   7.8   3   4   6.8e-16   2.7e-14   49.5   0.3   286   376   202   292   176   298 0.85 -
contig_7:255115-256113      -            333 4206at4891           -            742   9.3e-34  113.8   7.8   4   4    0.0067      0.27    6.5   0.0   135   165   302   332   292   333 0.91 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   1   8      0.14       5.6    2.1   0.0   400   425    39    64    32    72 0.88 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   2   8   3.1e-10   1.3e-08   30.7   0.2   315   375    91   151    81   153 0.91 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   3   8   5.7e-07   2.3e-05   19.9   0.7   287   374   146   231   146   235 0.92 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   4   8    0.0019     0.077    8.3   0.0   304   342   392   429   381   438 0.75 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   5   8   2.2e-05   0.00089   14.7   0.1   310   374   437   502   432   509 0.90 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   6   8      0.36        14    0.8   0.0   465   494   527   556   519   564 0.85 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   7   8   1.9e-12   7.4e-11   38.1   1.5   305   415   575   686   556   695 0.87 -
scaffold_37:379326-382154   -            943 4206at4891           -            742   3.6e-31  105.3  24.7   8   8      0.11       4.5    2.5   0.1   663   713   793   846   757   874 0.69 -
contig_38:233003-233899     -            299 4206at4891           -            742   5.6e-27   91.4   0.1   1   2   7.6e-16     3e-14   49.3   0.0   307   386    44   122     5   132 0.88 -
contig_38:233003-233899     -            299 4206at4891           -            742   5.6e-27   91.4   0.1   2   2   3.7e-13   1.5e-11   40.4   0.0   313   435   134   279   122   298 0.73 -
