#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_38:247926-248474     -            183 28105at4891          -            160     3e-93  306.9   0.5   1   1   3.1e-95   3.5e-93  306.6   0.5     1   160     9   183     9   183 0.94 -
contig_16:1388573-1389106   -            178 28105at4891          -            160   1.4e-58  194.1   0.1   1   1   1.6e-60   1.8e-58  193.8   0.1     2   155    10   177     7   178 0.87 -
contig_16:1288377-1288916   -            180 28105at4891          -            160   6.9e-58  191.9   0.1   1   1   7.9e-60   8.8e-58  191.6   0.1     2   157    10   179     7   180 0.87 -
contig_23:582430-582954     -            175 28105at4891          -            160   1.1e-50  168.5   0.2   1   1   1.6e-52   1.8e-50  167.8   0.2     3   151    11   174     9   175 0.87 -
contig_5:469023-469616      -            198 28105at4891          -            160     1e-29  100.4   0.5   1   1   2.5e-31   2.8e-29   98.9   0.5     4   154    11   185     8   191 0.80 -
contig_2:378478-378993      -            172 28105at4891          -            160   3.3e-23   79.2   0.3   1   1   1.1e-24   1.2e-22   77.4   0.3     8   152     1   171     1   172 0.78 -
contig_5:147935-148474      -            180 28105at4891          -            160   3.6e-20   69.3   0.0   1   1   7.9e-22   8.8e-20   68.0   0.0     8   128    11   137     5   180 0.87 -
contig_3:125633-126277      -            215 28105at4891          -            160   1.7e-13   47.6   0.4   1   1   2.1e-15   2.3e-13   47.2   0.4    10   157    20   182    14   184 0.77 -
contig_3:50549-51166        -            206 28105at4891          -            160   3.2e-11   40.2   0.3   1   1   3.9e-13   4.3e-11   39.8   0.3    11   128     9   141     3   173 0.70 -
scaffold_25:1012308-1012973 -            222 28105at4891          -            160   3.8e-09   33.5   0.1   1   1   4.3e-11   4.8e-09   33.1   0.1     8   118    11   131     5   176 0.72 -
contig_12:362494-363162     -            223 28105at4891          -            160   8.5e-09   32.3   0.1   1   1     1e-10   1.2e-08   31.9   0.1    10   156    13   175     5   179 0.68 -
contig_12:380708-381805     -            366 28105at4891          -            160     2e-07   27.9   1.3   1   3       7.8   8.7e+02   -3.5   0.1   116   135     7    26     3    31 0.71 -
contig_12:380708-381805     -            366 28105at4891          -            160     2e-07   27.9   1.3   2   3    0.0013      0.14    8.8   0.0     7    32    38    63    33    72 0.92 -
contig_12:380708-381805     -            366 28105at4891          -            160     2e-07   27.9   1.3   3   3   3.4e-06   0.00037   17.2   0.1    52   105   206   259   180   295 0.79 -
contig_23:594924-595469     -            182 28105at4891          -            160   2.9e-07   27.3   0.0   1   1   3.3e-09   3.7e-07   27.0   0.0    10   118     6   124     2   163 0.71 -
scaffold_37:629317-630732   -            279 28105at4891          -            160     6e-07   26.3   0.2   1   1   8.7e-09   9.7e-07   25.6   0.2    10   128    74   204    67   232 0.71 -
contig_23:409198-409548     -            117 28105at4891          -            160   6.5e-07   26.2   0.1   1   1   6.2e-09     7e-07   26.1   0.1    13    88     2    83     1   108 0.81 -
contig_38:72144-72713       -            190 28105at4891          -            160   1.5e-06   25.0   0.1   1   1   2.2e-08   2.5e-06   24.3   0.1    13   127     2   131     1   168 0.67 -
contig_21:404104-451224     -            174 28105at4891          -            160   3.3e-06   23.9   0.0   1   1   3.5e-08   3.9e-06   23.7   0.0    12   119     9   126     2   164 0.74 -
contig_21:457385-457957     -            191 28105at4891          -            160   1.5e-05   21.7   0.1   1   1   5.9e-07   6.6e-05   19.7   0.1    12    89     9    90     2   175 0.73 -
contig_34:105269-106684     -            472 28105at4891          -            160   2.4e-05   21.1   0.2   1   2      0.02       2.3    4.9   0.0     8    32    39    63    34    67 0.89 -
contig_34:105269-106684     -            472 28105at4891          -            160   2.4e-05   21.1   0.2   2   2     6e-05    0.0067   13.2   0.0    50    97   309   352   292   402 0.76 -
contig_2:651116-651739      -            208 28105at4891          -            160   3.3e-05   20.7   0.0   1   1   4.2e-07   4.7e-05   20.2   0.0    11   103     9   108     2   149 0.74 -
contig_13:129453-130145     -            231 28105at4891          -            160   0.00023   17.9   0.0   1   1   3.1e-06   0.00034   17.4   0.0    10    92    16   105     9   159 0.68 -
contig_2:879360-880289      -            310 28105at4891          -            160    0.0018   15.0   0.0   1   2   4.2e-05    0.0047   13.7   0.0     6    71     3    74     1   142 0.65 -
contig_2:879360-880289      -            310 28105at4891          -            160    0.0018   15.0   0.0   2   2       2.2   2.4e+02   -1.6   0.0    89   137   135   182   109   186 0.51 -
contig_39:472590-473231     -            214 28105at4891          -            160    0.0022   14.7   0.5   1   2   5.7e-05    0.0063   13.2   0.2    53   118    56   127     1   141 0.66 -
contig_39:472590-473231     -            214 28105at4891          -            160    0.0022   14.7   0.5   2   2         2   2.3e+02   -1.6   0.0   134   147   169   182   146   197 0.73 -
contig_39:555604-556101     -            166 28105at4891          -            160     0.015   12.0   0.1   1   1    0.0002     0.022   11.5   0.1    13    87     2    81     1    97 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/28105at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/28105at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/28105at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:55 2023
# [ok]
