#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_16:262402-263685   -            428 11201at4891          -            346  3.2e-215  710.8   3.2   1   1  3.4e-217  3.8e-215  710.6   3.2     1   346    59   428    59   428 0.97 -
contig_16:1266781-1269285 -            835 11201at4891          -            346  4.5e-109  361.8   0.6   1   2   2.1e-57   2.3e-55  185.1   0.5    98   326   209   440   199   455 0.91 -
contig_16:1266781-1269285 -            835 11201at4891          -            346  4.5e-109  361.8   0.6   2   2   3.3e-54   3.7e-52  174.6   0.0    98   321   482   711   447   725 0.89 -
contig_16:1066064-1067380 -            439 11201at4891          -            346  5.1e-108  358.3   0.3   1   1  5.5e-110  6.2e-108  358.0   0.3     3   338    71   425    69   431 0.90 -
scaffold_37:873945-876275 -            777 11201at4891          -            346  7.9e-103  341.2   0.1   1   2   3.8e-51   4.2e-49  164.5   0.0   100   320   242   470   231   473 0.80 -
scaffold_37:873945-876275 -            777 11201at4891          -            346  7.9e-103  341.2   0.1   2   2   2.6e-54   2.9e-52  174.9   0.0    65   322   476   739   461   755 0.87 -
contig_23:277555-278865   -            437 11201at4891          -            346   6.2e-87  289.0   0.3   1   1   6.9e-89   7.7e-87  288.6   0.3    10   343    81   429    72   431 0.91 -
scaffold_37:56135-58618   -            828 11201at4891          -            346   6.7e-86  285.6   0.1   1   2   4.1e-37   4.6e-35  118.4   0.0    98   321   200   431   185   451 0.89 -
scaffold_37:56135-58618   -            828 11201at4891          -            346   6.7e-86  285.6   0.1   2   2   2.8e-51   3.1e-49  165.0   0.0    95   324   525   761   500   780 0.82 -
scaffold_25:689198-690409 -            404 11201at4891          -            346   1.1e-83  278.3   0.9   1   1   1.2e-85   1.4e-83  277.9   0.9    21   337    57   387    42   394 0.89 -
contig_12:332552-387050   -            540 11201at4891          -            346     3e-80  267.0   0.0   1   2   4.5e-30     5e-28   95.2   0.0   103   316     2   237     1   255 0.64 -
contig_12:332552-387050   -            540 11201at4891          -            346     3e-80  267.0   0.0   2   2   2.6e-51   2.9e-49  165.1   0.0    67   334   253   532   243   537 0.85 -
contig_23:539417-540724   -            436 11201at4891          -            346   2.1e-79  264.2   1.5   1   2       1.2   1.3e+02   -1.5   0.0    18    47    64    93    50   108 0.78 -
contig_23:539417-540724   -            436 11201at4891          -            346   2.1e-79  264.2   1.5   2   2   2.8e-81   3.1e-79  263.6   0.6    44   336   117   422   108   436 0.89 -
