#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_16:1066064-1067380 -            439 12258at4891          -            352  4.1e-206  681.2   5.4   1   2   8.9e-12   1.1e-09   35.1   0.2     7    40    46    81    41    88 0.91 -
contig_16:1066064-1067380 -            439 12258at4891          -            352  4.1e-206  681.2   5.4   2   2  3.6e-198  4.6e-196  648.2   1.1    40   352   107   439    89   439 0.96 -
contig_16:1266781-1269285 -            835 12258at4891          -            352  2.9e-109  362.7   0.7   1   2   9.9e-62   1.3e-59  199.4   0.3   108   332   211   443   204   454 0.90 -
contig_16:1266781-1269285 -            835 12258at4891          -            352  2.9e-109  362.7   0.7   2   2   3.8e-50   4.8e-48  161.3   0.0   105   325   481   712   468   737 0.88 -
scaffold_25:689198-690409 -            404 12258at4891          -            352  1.8e-103  343.6   2.7   1   1  1.8e-105  2.3e-103  343.3   2.7    11   344    42   394    32   401 0.91 -
contig_16:262402-263685   -            428 12258at4891          -            352  7.3e-102  338.3   0.7   1   1  7.5e-104  9.5e-102  337.9   0.7    36   339    91   415    57   424 0.88 -
scaffold_37:873945-876275 -            777 12258at4891          -            352   1.1e-98  327.9   0.0   1   2   1.7e-49   2.2e-47  159.2   0.0   107   320   241   467   235   498 0.86 -
scaffold_37:873945-876275 -            777 12258at4891          -            352   1.1e-98  327.9   0.0   2   2   8.9e-52   1.1e-49  166.7   0.0   104   325   509   739   476   755 0.87 -
contig_23:539417-540724   -            436 12258at4891          -            352   7.6e-90  298.8   0.3   1   1     1e-91   1.3e-89  298.1   0.3    58   333   129   416   112   430 0.93 -
contig_39:181381-182781   -            467 12258at4891          -            352   2.6e-88  293.8   0.0   1   1   2.9e-90   3.7e-88  293.3   0.0    72   339   169   451   148   460 0.88 -
scaffold_37:56135-58618   -            828 12258at4891          -            352   1.2e-86  288.2   0.3   1   3       1.7   2.2e+02   -2.0   0.1   304   349    67   110    58   111 0.74 -
scaffold_37:56135-58618   -            828 12258at4891          -            352   1.2e-86  288.2   0.3   2   3   4.7e-38     6e-36  121.5   0.0   101   323   193   430   183   454 0.84 -
scaffold_37:56135-58618   -            828 12258at4891          -            352   1.2e-86  288.2   0.3   3   3   6.5e-51   8.3e-49  163.8   0.0   109   350   531   781   524   783 0.86 -
contig_23:277555-278865   -            437 12258at4891          -            352   6.3e-82  272.8   0.3   1   1   6.4e-84   8.1e-82  272.4   0.3    57   340   126   421    73   434 0.86 -
contig_12:332552-387050   -            540 12258at4891          -            352   5.5e-77  256.5   0.0   1   2     1e-29   1.3e-27   94.1   0.0   111   324     2   242     1   252 0.74 -
contig_12:332552-387050   -            540 12258at4891          -            352   5.5e-77  256.5   0.0   2   2     3e-49   3.8e-47  158.4   0.0   108   339   285   537   270   539 0.85 -
scaffold_25:62769-66899   -           1377 12258at4891          -            352   4.3e-50  168.1   0.0   1   1   5.9e-52   7.5e-50  167.3   0.0   108   328   410   644   400   667 0.85 -
contig_12:386073-387632   -            520 12258at4891          -            352   1.8e-47  159.4   0.0   1   1   2.6e-49   3.4e-47  158.5   0.0   109   339    72   323    63   333 0.85 -
contig_5:619574-621814    -            747 12258at4891          -            352   6.2e-45  151.1   0.1   1   1   7.2e-47   9.2e-45  150.5   0.1   101   339   271   519   251   527 0.90 -
contig_21:20425-23277     -            951 12258at4891          -            352   3.4e-43  145.4   0.0   1   1   5.1e-45   6.5e-43  144.4   0.0   108   329   650   883   635   898 0.86 -
scaffold_25:557125-558210 -            362 12258at4891          -            352   1.6e-37  126.7   0.0   1   1   1.7e-39   2.1e-37  126.3   0.0    98   325    78   313    57   323 0.86 -
contig_5:889691-891001    -            437 12258at4891          -            352   6.4e-37  124.7   0.0   1   1   7.5e-39   9.5e-37  124.2   0.0   102   332   124   361   113   368 0.84 -
contig_39:77908-81021     -           1038 12258at4891          -            352     3e-34  116.0   0.0   1   3         5   6.4e+02   -3.5   0.0   147   184   171   208   167   216 0.81 -
contig_39:77908-81021     -           1038 12258at4891          -            352     3e-34  116.0   0.0   2   3   0.00014     0.017   11.5   0.0   146   299   450   620   431   647 0.75 -
contig_39:77908-81021     -           1038 12258at4891          -            352     3e-34  116.0   0.0   3   3   6.1e-32   7.8e-30  101.4   0.0   102   317   682   915   671   923 0.80 -
contig_5:426106-427080    -            325 12258at4891          -            352   3.5e-34  115.7   0.0   1   1   3.7e-36   4.8e-34  115.3   0.0    85   334    17   287     6   299 0.82 -
contig_38:413613-415883   -            757 12258at4891          -            352   1.7e-29  100.3   0.6   1   2   8.5e-30   1.1e-27   94.4   0.4   112   322   240   474   227   498 0.82 -
contig_38:413613-415883   -            757 12258at4891          -            352   1.7e-29  100.3   0.6   2   2     0.041       5.3    3.3   0.0   148   180   560   592   551   630 0.76 -
contig_16:298818-300176   -            453 12258at4891          -            352     1e-16   58.3   0.0   1   1   1.1e-18   1.4e-16   57.8   0.0   131   285   250   401   233   433 0.80 -
contig_38:214351-214893   -            181 12258at4891          -            352   6.7e-08   29.3   0.1   1   1   1.6e-07   2.1e-05   21.1   0.1   146   288     6   177     2   181 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/12258at4891.hmm
