#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_25:1015518-1016705 -            396 33087at4891          -            218   1.2e-57  192.3   9.4   1   3   1.4e-15   5.1e-14   49.7   1.4     1    63    13    99    13   113 0.71 -
scaffold_25:1015518-1016705 -            396 33087at4891          -            218   1.2e-57  192.3   9.4   2   3     1e-33   3.7e-32  109.0   0.7    69   185   184   331   177   337 0.84 -
scaffold_25:1015518-1016705 -            396 33087at4891          -            218   1.2e-57  192.3   9.4   3   3     2e-10   6.9e-09   32.9   0.0   183   217   355   396   345   396 0.83 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   1   9       3.8   1.3e+02   -0.7   0.0   144   182    22    62    13    64 0.63 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   2   9   4.6e-07   1.6e-05   21.9   0.2   114   174    91   150    87   156 0.92 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   3   9    0.0013     0.047   10.6   0.2   153   183   170   200   151   204 0.64 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   4   9    0.0008     0.028   11.3   0.1   142   200   201   257   198   285 0.78 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   5   9   0.00046     0.016   12.1   0.0    90   185   325   430   312   435 0.77 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   6   9   2.8e-08   9.9e-07   25.8   0.0   109   177   436   505   432   514 0.91 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   7   9   3.6e-05    0.0013   15.7   0.0   104   178   532   606   504   611 0.83 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   8   9   7.5e-05    0.0027   14.6   0.1   141   181   611   651   604   653 0.92 -
scaffold_37:379326-382154   -            943 33087at4891          -            218   4.8e-34  115.1  23.4   9   9   0.00014    0.0051   13.7   0.2   141   176   653   688   649   695 0.89 -
contig_7:255115-256113      -            333 33087at4891          -            218   5.9e-31  105.0  10.7   1   6   1.1e-07   3.9e-06   23.9   0.1   143   179     2    38     1    43 0.91 -
