#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:579638-581008    -            457 14966at4891          -            347  4.6e-112  371.2  24.3   1   2   1.2e-88   3.7e-86  286.0  17.8    11   288     1   354     1   374 0.83 -
contig_2:579638-581008    -            457 14966at4891          -            347  4.6e-112  371.2  24.3   2   2   8.5e-27   2.5e-24   82.7   0.4   283   347   388   457   382   457 0.91 -
contig_10:266967-268433   -            489 14966at4891          -            347   4.6e-14   49.0   0.0   1   3   7.9e-11   2.4e-08   30.2   0.0    28   144    56   173    45   198 0.80 -
contig_10:266967-268433   -            489 14966at4891          -            347   4.6e-14   49.0   0.0   2   3   1.3e-05    0.0038   13.1   0.0   240   279   391   430   377   436 0.83 -
contig_10:266967-268433   -            489 14966at4891          -            347   4.6e-14   49.0   0.0   3   3     0.034        10    1.8   0.0   311   342   452   483   446   488 0.87 -
contig_3:48458-49546      -            363 14966at4891          -            347   9.5e-14   47.9   0.0   1   2   1.7e-08     5e-06   22.5   0.0    49   142    62   159    31   188 0.87 -
contig_3:48458-49546      -            363 14966at4891          -            347   9.5e-14   47.9   0.0   2   2   2.9e-08   8.6e-06   21.8   0.0   215   341   235   362   211   363 0.71 -
contig_34:364401-365495   -            365 14966at4891          -            347   1.1e-11   41.2   0.0   1   1   1.1e-13   3.1e-11   39.6   0.0    49   277    63   314    58   319 0.77 -
contig_5:648639-650018    -            460 14966at4891          -            347   6.7e-11   38.6   0.0   1   2   6.5e-10   1.9e-07   27.2   0.0    57   144    71   165    48   174 0.80 -
contig_5:648639-650018    -            460 14966at4891          -            347   6.7e-11   38.6   0.0   2   2   0.00022     0.066    9.0   0.0   254   280   382   408   365   418 0.87 -
contig_23:493562-495802   -            747 14966at4891          -            347   2.2e-10   36.8   0.6   1   2   1.3e-09   3.9e-07   26.2   0.2    75   141   310   379   295   384 0.87 -
contig_23:493562-495802   -            747 14966at4891          -            347   2.2e-10   36.8   0.6   2   2    0.0004      0.12    8.1   0.0   225   273   563   612   539   637 0.81 -
contig_16:1104787-1105950 -            388 14966at4891          -            347   1.4e-09   34.2   0.0   1   1   1.7e-11     5e-09   32.4   0.0    49   342    68   382    57   385 0.74 -
contig_10:552898-554244   -            449 14966at4891          -            347   1.8e-05   20.7   0.0   1   2    0.0028      0.82    5.4   0.0    49   143   114   220   107   231 0.68 -
contig_10:552898-554244   -            449 14966at4891          -            347   1.8e-05   20.7   0.0   2   2   1.1e-05    0.0034   13.2   0.0   238   344   333   442   288   445 0.86 -
contig_21:513559-515748   -            730 14966at4891          -            347   7.7e-05   18.6   6.9   1   3   4.5e-05     0.014   11.2   0.0    81   146   132   202   122   212 0.79 -
contig_21:513559-515748   -            730 14966at4891          -            347   7.7e-05   18.6   6.9   2   3       1.2   3.6e+02   -3.3   5.0   135   214   340   421   330   446 0.65 -
contig_21:513559-515748   -            730 14966at4891          -            347   7.7e-05   18.6   6.9   3   3   0.00036      0.11    8.3   0.0   245   276   654   685   638   690 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/14966at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/14966at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/14966at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:55 2023
# [ok]
