#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_25:1012308-1012973 -            222 32172at4891          -            187  2.7e-106  350.4   2.4   1   2  4.4e-108  3.7e-106  350.0   1.7     1   178     5   183     5   189 0.98 -
scaffold_25:1012308-1012973 -            222 32172at4891          -            187  2.7e-106  350.4   2.4   2   2       4.5   3.7e+02   -2.2   0.0   177   187   200   210   195   210 0.85 -
contig_12:362494-363162     -            223 32172at4891          -            187  6.9e-105  345.8   1.9   1   2  1.2e-106  9.9e-105  345.3   1.2     1   178     5   183     5   188 0.98 -
contig_12:362494-363162     -            223 32172at4891          -            187  6.9e-105  345.8   1.9   2   2       3.9   3.2e+02   -1.9   0.0   174   187   198   211   195   211 0.83 -
contig_3:50549-51166        -            206 32172at4891          -            187   4.6e-64  212.7   1.3   1   1   6.5e-66   5.4e-64  212.5   1.3     3   177     2   177     1   186 0.96 -
contig_3:125633-126277      -            215 32172at4891          -            187   1.1e-56  188.7   0.5   1   1   1.6e-58   1.3e-56  188.4   0.5     4   176    15   187    12   194 0.96 -
contig_23:594924-595469     -            182 32172at4891          -            187   1.7e-47  158.8   0.2   1   1   2.4e-49     2e-47  158.5   0.2    10   170     7   171     4   181 0.92 -
contig_39:472590-473231     -            214 32172at4891          -            187   8.9e-45  149.9   0.6   1   2   1.2e-36   9.6e-35  117.1   0.2    10   127     1   128     1   142 0.87 -
contig_39:472590-473231     -            214 32172at4891          -            187   8.9e-45  149.9   0.6   2   2   2.2e-10   1.9e-08   31.4   0.0   126   174   147   195   139   204 0.91 -
scaffold_37:629317-630732   -            279 32172at4891          -            187   1.4e-44  149.2   0.3   1   1   2.5e-46   2.1e-44  148.6   0.3    10   173    75   241    70   252 0.93 -
contig_21:404104-451224     -            174 32172at4891          -            187   7.4e-44  146.8   0.1   1   1     1e-45   8.4e-44  146.7   0.1     4   165     2   170     1   174 0.94 -
contig_2:651116-651739      -            208 32172at4891          -            187   1.3e-38  129.7   0.5   1   1   1.8e-40   1.5e-38  129.5   0.5     8   173     7   180     1   188 0.86 -
contig_38:72144-72713       -            190 32172at4891          -            187   1.1e-29  100.7   0.1   1   1   1.5e-31   1.3e-29  100.4   0.1    11   128     1   124     1   183 0.82 -
contig_23:569978-570505     -            176 32172at4891          -            187   3.6e-29   99.0   0.3   1   1   5.3e-31   4.4e-29   98.7   0.3    10   169    11   171     5   174 0.92 -
contig_21:440892-441389     -            166 32172at4891          -            187   4.3e-28   95.5   0.3   1   1   5.9e-30     5e-28   95.3   0.3    10   167     1   159     1   164 0.91 -
scaffold_25:301640-302125   -            162 32172at4891          -            187   9.3e-25   84.6   0.0   1   1   1.2e-26     1e-24   84.4   0.0    10   169     1   162     1   162 0.92 -
contig_23:409198-409548     -            117 32172at4891          -            187     3e-23   79.7   0.0   1   1   3.9e-25   3.3e-23   79.5   0.0    11   126     1   116     1   117 0.95 -
contig_21:457385-457957     -            191 32172at4891          -            187   3.3e-17   60.0   0.0   1   1   5.5e-19   4.6e-17   59.5   0.0    11   164     9   172     3   188 0.83 -
contig_39:555604-556101     -            166 32172at4891          -            187   6.8e-17   58.9   0.0   1   1   9.1e-19   7.6e-17   58.8   0.0    11   168     1   164     1   166 0.88 -
contig_13:129453-130145     -            231 32172at4891          -            187   3.9e-16   56.5   0.0   1   2   1.7e-17   1.4e-15   54.6   0.0    11   130    18   137    11   172 0.86 -
contig_13:129453-130145     -            231 32172at4891          -            187   3.9e-16   56.5   0.0   2   2       1.5   1.2e+02   -0.6   0.0   143   164   184   205   158   211 0.76 -
contig_7:176457-177032      -            192 32172at4891          -            187   4.7e-16   56.2   0.0   1   1   7.2e-18     6e-16   55.9   0.0     8   169     3   177     1   184 0.87 -
contig_5:878553-879086      -            178 32172at4891          -            187     1e-14   51.8   0.0   1   1   1.5e-16   1.3e-14   51.5   0.0    11   127     5   121     2   152 0.90 -
contig_21:300834-301511     -            226 32172at4891          -            187   2.7e-14   50.4   0.0   1   2   3.3e-06   0.00028   17.8   0.0    11    48     5    42     2    53 0.87 -
contig_21:300834-301511     -            226 32172at4891          -            187   2.7e-14   50.4   0.0   2   2   7.7e-10   6.4e-08   29.7   0.0    53   172    76   221    67   226 0.68 -
scaffold_37:565874-566446   -            191 32172at4891          -            187   8.1e-14   48.9   0.0   1   1   3.8e-15   3.2e-13   47.0   0.0    10   170     4   177     2   190 0.81 -
contig_2:761378-761977      -            200 32172at4891          -            187   3.5e-13   46.8   0.0   1   1   5.6e-15   4.7e-13   46.4   0.0    11   172     8   174     3   179 0.84 -
contig_23:582430-582954     -            175 32172at4891          -            187   7.3e-11   39.3   0.0   1   1   1.1e-12   9.3e-11   38.9   0.0    10   128    18   133    15   160 0.82 -
contig_16:1288377-1288916   -            180 32172at4891          -            187   1.1e-10   38.7   0.0   1   1   1.5e-12   1.3e-10   38.5   0.0    10   129    18   134    12   176 0.79 -
contig_16:1388573-1389106   -            178 32172at4891          -            187   2.6e-10   37.5   0.0   1   1   3.9e-12   3.2e-10   37.2   0.0    10   129    18   134    13   169 0.79 -
contig_5:469023-469616      -            198 32172at4891          -            187   2.1e-09   34.6   0.0   1   1   3.2e-11   2.7e-09   34.2   0.0     9   168    17   185    10   194 0.70 -
contig_38:247926-248474     -            183 32172at4891          -            187   2.6e-08   31.0   0.1   1   1   3.8e-10   3.2e-08   30.7   0.1    10   169    19   178    14   182 0.74 -
contig_4:165302-167287      -            662 32172at4891          -            187   6.4e-07   26.4   0.0   1   2    0.0012       0.1    9.5   0.0    10    34     6    30     3    37 0.91 -
contig_4:165302-167287      -            662 32172at4891          -            187   6.4e-07   26.4   0.0   2   2   4.2e-05    0.0035   14.2   0.0     9   130   448   569   441   599 0.81 -
contig_2:378478-378993      -            172 32172at4891          -            187   0.00018   18.5   0.0   1   1   2.5e-06   0.00021   18.2   0.0    13   127     7   124     2   168 0.76 -
contig_3:158828-161083      -            752 32172at4891          -            187    0.0041   14.0   1.7   1   3       0.2        17    2.2   0.8   105   167   106   170    94   188 0.57 -
contig_3:158828-161083      -            752 32172at4891          -            187    0.0041   14.0   1.7   2   3    0.0055      0.46    7.3   0.0    12    42   228   258   219   283 0.81 -
contig_3:158828-161083      -            752 32172at4891          -            187    0.0041   14.0   1.7   3   3      0.89        74    0.1   0.0     5    27   554   576   550   581 0.80 -
contig_2:597991-599472      -            494 32172at4891          -            187    0.0057   13.6   0.1   1   1   0.00018     0.015   12.2   0.1    10    68   243   300   234   375 0.66 -
scaffold_25:249313-250416   -            368 32172at4891          -            187     0.016   12.1   0.1   1   2   0.00049     0.041   10.7   0.0    11    95    65   154    63   175 0.62 -
scaffold_25:249313-250416   -            368 32172at4891          -            187     0.016   12.1   0.1   2   2       7.7   6.4e+02   -2.9   0.0   130   142   254   266   228   295 0.57 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/32172at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/32172at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/32172at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:56 2023
# [ok]
