#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:599738-600223    -            162 29070at4891          -            155   2.3e-86  284.6   0.1   1   1   1.2e-88   2.5e-86  284.5   0.1     1   155     1   161     1   161 0.96 -
contig_16:956526-957002   -            159 29070at4891          -            155   5.1e-42  140.6   0.1   1   1   2.7e-44   5.6e-42  140.4   0.1     1   148     2   156     2   159 0.88 -
scaffold_25:706002-706496 -            165 29070at4891          -            155   2.2e-37  125.5   0.1   1   1   2.9e-38     6e-36  120.9   0.1     2   151     5   145     4   150 0.92 -
contig_23:132461-132868   -            136 29070at4891          -            155   5.8e-32  107.9   0.6   1   1   8.3e-33   1.7e-30  103.1   0.6     4   147     1   136     1   136 0.94 -
contig_38:407474-407872   -            133 29070at4891          -            155   8.2e-28   94.4   0.4   1   1   1.3e-28   2.6e-26   89.5   0.4    15   151     1   128     1   132 0.91 -
contig_16:949208-949606   -            133 29070at4891          -            155   9.8e-27   90.9   0.7   1   1   1.5e-27   3.1e-25   86.0   0.7    15   151     1   128     1   132 0.91 -
contig_16:888373-888789   -            139 29070at4891          -            155   1.9e-22   77.0   0.4   1   1   3.8e-23   7.8e-21   71.8   0.4     9   147     1   130     1   136 0.89 -
contig_16:1167358-1167792 -            145 29070at4891          -            155   5.6e-21   72.2   0.1   1   1   1.6e-22   3.2e-20   69.8   0.1    12   147     3   136     1   143 0.88 -
contig_12:216996-217745   -            250 29070at4891          -            155   7.1e-21   71.9   0.2   1   1   8.7e-23   1.8e-20   70.6   0.2     2    86     6    92     5   139 0.83 -
contig_16:707872-708516   -            215 29070at4891          -            155   1.5e-19   67.6   0.1   1   1   2.2e-20   4.5e-18   62.8   0.1     3   146     4   140     2   146 0.92 -
scaffold_37:705793-706227 -            145 29070at4891          -            155   1.3e-13   48.3   0.1   1   1   1.6e-14   3.3e-12   43.7   0.1    37   148    39   142     1   145 0.83 -
contig_12:444688-445305   -            206 29070at4891          -            155   6.4e-12   42.8   0.2   1   1   1.1e-12   2.2e-10   37.8   0.2    28   150    24   140     3   145 0.84 -
scaffold_25:753677-754075 -            133 29070at4891          -            155   0.00021   18.4   0.0   1   1   1.1e-06   0.00022   18.3   0.0     5    70     5    74     2   121 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/29070at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/29070at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/29070at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:56 2023
# [ok]
