#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_5:758353-761013    -            887 7982at4891           -            599  1.5e-286  949.0  50.0   1   5   6.8e-33   9.6e-31  104.2   4.9     1   124     1   144     1   146 0.88 -
contig_5:758353-761013    -            887 7982at4891           -            599  1.5e-286  949.0  50.0   2   5   0.00025     0.035    9.8   3.2    83   128   135   179   128   189 0.74 -
contig_5:758353-761013    -            887 7982at4891           -            599  1.5e-286  949.0  50.0   3   5     1e-07   1.4e-05   21.1   3.9   107   145   263   301   229   304 0.84 -
contig_5:758353-761013    -            887 7982at4891           -            599  1.5e-286  949.0  50.0   4   5  5.9e-153  8.3e-151  500.7   2.5   131   402   330   609   303   621 0.93 -
contig_5:758353-761013    -            887 7982at4891           -            599  1.5e-286  949.0  50.0   5   5  4.1e-102  5.8e-100  332.8   8.9   401   598   660   880   653   881 0.88 -
contig_12:71571-73289     -            573 7982at4891           -            599   5.1e-44  148.0   2.7   1   4   7.8e-10   1.1e-07   28.0   0.0   143   223    35   115     4   119 0.88 -
contig_12:71571-73289     -            573 7982at4891           -            599   5.1e-44  148.0   2.7   2   4     3e-11   4.2e-09   32.7   0.0   481   557   120   196   117   213 0.89 -
contig_12:71571-73289     -            573 7982at4891           -            599   5.1e-44  148.0   2.7   3   4   1.2e-14   1.7e-12   43.9   1.2   132   230   205   302   201   320 0.89 -
contig_12:71571-73289     -            573 7982at4891           -            599   5.1e-44  148.0   2.7   4   4   1.2e-13   1.7e-11   40.6   0.1   145   229   321   404   304   430 0.85 -
contig_5:479047-481053    -            669 7982at4891           -            599   2.4e-28   96.3  15.3   1   5     3e-10   4.3e-08   29.4   0.2   146   224    10    87     4   103 0.82 -
contig_5:479047-481053    -            669 7982at4891           -            599   2.4e-28   96.3  15.3   2   5   1.1e-09   1.6e-07   27.5   0.0   485   567   129   212   124   233 0.87 -
contig_5:479047-481053    -            669 7982at4891           -            599   2.4e-28   96.3  15.3   3   5     3e-12   4.2e-10   36.0   2.3   106   197   235   325   208   335 0.73 -
contig_5:479047-481053    -            669 7982at4891           -            599   2.4e-28   96.3  15.3   4   5   0.00015     0.021   10.6   0.1   425   477   515   567   504   582 0.82 -
contig_5:479047-481053    -            669 7982at4891           -            599   2.4e-28   96.3  15.3   5   5       2.3   3.3e+02   -3.2   0.1   554   580   586   612   583   621 0.75 -
contig_34:132278-133411   -            378 7982at4891           -            599   2.4e-23   79.7  10.5   1   4   1.5e-13   2.1e-11   40.3   0.3   148   225     3    80     1   103 0.88 -
contig_34:132278-133411   -            378 7982at4891           -            599   2.4e-23   79.7  10.5   2   4     0.081        11    1.6   0.0   344   385   111   152    98   165 0.82 -
contig_34:132278-133411   -            378 7982at4891           -            599   2.4e-23   79.7  10.5   3   4   9.2e-10   1.3e-07   27.8   0.4   479   548   194   263   143   268 0.75 -
contig_34:132278-133411   -            378 7982at4891           -            599   2.4e-23   79.7  10.5   4   4   3.7e-11   5.3e-09   32.4   0.4   324   473   202   359   191   375 0.71 -
contig_3:196791-197897    -            369 7982at4891           -            599   2.7e-21   73.0   9.6   1   4   1.7e-11   2.4e-09   33.5   0.0   148   226     1    79     1   104 0.87 -
contig_3:196791-197897    -            369 7982at4891           -            599   2.7e-21   73.0   9.6   2   4     0.007      0.99    5.1   0.7    33    87   120   178    97   210 0.58 -
contig_3:196791-197897    -            369 7982at4891           -            599   2.7e-21   73.0   9.6   3   4     4e-11   5.7e-09   32.3   0.3   481   569   205   292   170   301 0.81 -
contig_3:196791-197897    -            369 7982at4891           -            599   2.7e-21   73.0   9.6   4   4    0.0012      0.17    7.6   0.3   143   210   298   365   288   369 0.81 -
scaffold_25:289467-290708 -            414 7982at4891           -            599   2.1e-20   70.0   4.2   1   2   2.1e-08     3e-06   23.3   5.9    85   216   104   238    74   249 0.68 -
scaffold_25:289467-290708 -            414 7982at4891           -            599   2.1e-20   70.0   4.2   2   2   2.7e-14   3.9e-12   42.7   0.0   488   563   268   344   262   351 0.87 -
contig_21:603753-605081   -            443 7982at4891           -            599   5.3e-20   68.7   0.1   1   3   6.2e-07   8.7e-05   18.5   0.1   147   213    67   132    56   144 0.82 -
contig_21:603753-605081   -            443 7982at4891           -            599   5.3e-20   68.7   0.1   2   3   1.3e-11   1.8e-09   34.0   0.0   143   227   150   234   132   244 0.85 -
contig_21:603753-605081   -            443 7982at4891           -            599   5.3e-20   68.7   0.1   3   3   6.3e-05    0.0089   11.8   0.0   148   218   334   398   322   415 0.90 -
contig_23:996851-997483   -            211 7982at4891           -            599   3.4e-18   62.7   0.0   1   2   4.8e-10   6.8e-08   28.7   0.0   148   208     1    64     1    69 0.83 -
contig_23:996851-997483   -            211 7982at4891           -            599   3.4e-18   62.7   0.0   2   2     1e-11   1.4e-09   34.3   0.0   117   225    54   161    51   169 0.86 -
contig_7:108679-109254    -            192 7982at4891           -            599   1.6e-14   50.6   0.0   1   2   4.1e-10   5.8e-08   28.9   0.0   147   560    21    92     7   108 0.56 -
contig_7:108679-109254    -            192 7982at4891           -            599   1.6e-14   50.6   0.0   2   2   1.8e-07   2.5e-05   20.2   0.0   137   219   108   189   102   192 0.86 -
contig_38:161294-162226   -            311 7982at4891           -            599   2.7e-14   49.9   0.0   1   3      0.72     1e+02   -1.6   0.1   530   544     2    16     1    20 0.57 -
contig_38:161294-162226   -            311 7982at4891           -            599   2.7e-14   49.9   0.0   2   3   2.4e-12   3.4e-10   36.3   0.0   147   243    64   164    48   193 0.83 -
contig_38:161294-162226   -            311 7982at4891           -            599   2.7e-14   49.9   0.0   3   3   0.00015     0.021   10.6   0.0   489   562   233   301   222   311 0.66 -
scaffold_25:101330-102664 -            445 7982at4891           -            599   8.1e-13   45.0   0.0   1   4   0.00013     0.018   10.8   0.0   148   226     3    81     1    92 0.77 -
scaffold_25:101330-102664 -            445 7982at4891           -            599   8.1e-13   45.0   0.0   2   4   0.00015     0.021   10.6   0.0   437   480   177   220   152   230 0.81 -
scaffold_25:101330-102664 -            445 7982at4891           -            599   8.1e-13   45.0   0.0   3   4   1.3e-05    0.0018   14.1   0.0   475   518   334   377   325   392 0.92 -
scaffold_25:101330-102664 -            445 7982at4891           -            599   8.1e-13   45.0   0.0   4   4     0.012       1.7    4.3   0.0   184   470   403   429   392   445 0.59 -
contig_21:308269-309420   -            384 7982at4891           -            599   1.6e-12   44.0   6.9   1   4       1.5   2.1e+02   -2.6   0.6   224   252    12    44     7    53 0.65 -
contig_21:308269-309420   -            384 7982at4891           -            599   1.6e-12   44.0   6.9   2   4     0.046       6.5    2.4   0.1   404   438   107   137    98   151 0.68 -
contig_21:308269-309420   -            384 7982at4891           -            599   1.6e-12   44.0   6.9   3   4   0.00043      0.06    9.1   0.0   180   234   158   211   148   218 0.79 -
contig_21:308269-309420   -            384 7982at4891           -            599   1.6e-12   44.0   6.9   4   4   9.4e-12   1.3e-09   34.4   0.0   147   228   222   303   215   316 0.90 -
contig_21:418676-419197   -            174 7982at4891           -            599     1e-11   41.3   3.9   1   1   8.4e-14   1.2e-11   41.1   3.9   110   240     8   141     2   165 0.84 -
contig_34:279717-280703   -            329 7982at4891           -            599   3.3e-11   39.7   0.0   1   3      0.32        45   -0.4   0.0   524   544    48    68    46   106 0.69 -
contig_34:279717-280703   -            329 7982at4891           -            599   3.3e-11   39.7   0.0   2   3   4.7e-09   6.6e-07   25.5   0.0   147   225   109   188    85   200 0.63 -
contig_34:279717-280703   -            329 7982at4891           -            599   3.3e-11   39.7   0.0   3   3   0.00017     0.024   10.4   0.0   323   378   256   311   241   325 0.78 -
contig_13:354726-355109   -            128 7982at4891           -            599   3.4e-09   33.0   0.0   1   1   2.7e-11   3.8e-09   32.8   0.0   142   219    24   101    12   117 0.90 -
contig_23:839090-840466   -            459 7982at4891           -            599   4.7e-09   32.5   7.5   1   2     0.014         2    4.0   4.6    76   166    78   173    52   192 0.68 -
contig_23:839090-840466   -            459 7982at4891           -            599   4.7e-09   32.5   7.5   2   2   6.7e-10   9.4e-08   28.3   0.0   146   203   279   336   274   346 0.90 -
scaffold_25:683445-684326 -            294 7982at4891           -            599     2e-07   27.2   0.0   1   1   2.1e-09     3e-07   26.6   0.0   148   216    20    88     7    95 0.90 -
