#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig_2:597991-599472      -            494 21604at4891          -            363  3.7e-129  427.9  23.3   1   2  2.2e-104  3.3e-102  339.2  11.1     1   270     5   333     5   352 0.86 -
contig_2:597991-599472      -            494 21604at4891          -            363  3.7e-129  427.9  23.3   2   2   1.8e-27   2.7e-25   86.1   2.3   266   363   375   494   361   494 0.81 -
contig_21:721962-723917     -            475 21604at4891          -            363     2e-06   24.1   0.0   1   2      0.98   1.5e+02   -1.8   0.0   269   283   253   267   250   283 0.79 -
contig_21:721962-723917     -            475 21604at4891          -            363     2e-06   24.1   0.0   2   2   3.9e-08   5.9e-06   22.5   0.0   175   222   304   351   287   370 0.85 -
scaffold_25:249313-250416   -            368 21604at4891          -            363     9e-06   21.9   0.1   1   1   1.2e-07   1.7e-05   21.0   0.1   187   269    64   150    54   154 0.79 -
contig_12:412926-414485     -            520 21604at4891          -            363   1.1e-05   21.6   0.1   1   2      0.45        66   -0.7   0.0   256   282   193   219   154   241 0.83 -
contig_12:412926-414485     -            520 21604at4891          -            363   1.1e-05   21.6   0.1   2   2   3.7e-07   5.6e-05   19.3   0.0   174   265   268   361   254   397 0.80 -
scaffold_25:783976-785853   -            626 21604at4891          -            363   1.3e-05   21.4   0.0   1   2       2.8   4.2e+02   -3.3   0.0   254   280   192   218   184   220 0.77 -
scaffold_25:783976-785853   -            626 21604at4891          -            363   1.3e-05   21.4   0.0   2   2   2.1e-07   3.2e-05   20.1   0.0   187   229   337   379   306   392 0.89 -
contig_5:380037-381977      -            647 21604at4891          -            363   0.00071   15.7   0.2   1   3   8.9e-05     0.013   11.5   0.0   189   246   170   226   149   254 0.81 -
contig_5:380037-381977      -            647 21604at4891          -            363   0.00071   15.7   0.2   2   3      0.16        24    0.8   0.1   266   282   278   294   263   355 0.80 -
contig_5:380037-381977      -            647 21604at4891          -            363   0.00071   15.7   0.2   3   3       2.6   3.9e+02   -3.2   0.1   136   169   426   459   421   465 0.83 -
contig_23:594924-595469     -            182 21604at4891          -            363    0.0012   15.0   0.0   1   1   1.5e-05    0.0022   14.1   0.0   186   246     6    67     2   102 0.75 -
scaffold_25:1012308-1012973 -            222 21604at4891          -            363    0.0021   14.1   0.0   1   1   2.3e-05    0.0034   13.4   0.0   188   244    15    72    12    92 0.85 -
contig_16:379340-380131     -            264 21604at4891          -            363     0.003   13.6   0.0   1   1     3e-05    0.0045   13.0   0.0   188   212    87   111    53   133 0.77 -
contig_34:441800-443287     -            496 21604at4891          -            363    0.0039   13.3   0.4   1   2   4.5e-05    0.0068   12.5   0.0   188   210   327   349   319   366 0.87 -
contig_34:441800-443287     -            496 21604at4891          -            363    0.0039   13.3   0.4   2   2       3.3     5e+02   -3.5   0.1   268   280   438   450   435   465 0.83 -
contig_3:125633-126277      -            215 21604at4891          -            363    0.0042   13.2   0.7   1   2   7.7e-05     0.012   11.7   0.1   187   244    21    79    12   103 0.81 -
contig_3:125633-126277      -            215 21604at4891          -            363    0.0042   13.2   0.7   2   2      0.41        61   -0.5   0.0   270   316   127   173   124   194 0.75 -
contig_12:362494-363162     -            223 21604at4891          -            363    0.0051   12.9   0.0   1   1   5.9e-05    0.0087   12.1   0.0   188   244    15    72    12    92 0.79 -
contig_4:165302-167287      -            662 21604at4891          -            363    0.0075   12.3   0.0   1   2    0.0061      0.91    5.5   0.0   184   210     3    29     1    37 0.89 -
contig_4:165302-167287      -            662 21604at4891          -            363    0.0075   12.3   0.0   2   2     0.014       2.1    4.3   0.0   154   206   415   468   385   480 0.67 -
contig_21:607138-610269     -           1044 21604at4891          -            363    0.0075   12.3   0.0   1   2     0.011       1.7    4.6   0.0   173   209   440   479   398   485 0.70 -
contig_21:607138-610269     -           1044 21604at4891          -            363    0.0075   12.3   0.0   2   2      0.01       1.5    4.8   0.0   188   208   696   716   684   721 0.91 -
contig_23:900267-900998     -            244 21604at4891          -            363    0.0086   12.1   0.1   1   1   8.6e-05     0.013   11.6   0.1   170   214    15    57     7    80 0.78 -
contig_2:378478-378993      -            172 21604at4891          -            363     0.012   11.7   0.2   1   2   0.00036     0.054    9.5   0.0   186   213     3    30     1    62 0.77 -
contig_2:378478-378993      -            172 21604at4891          -            363     0.012   11.7   0.2   2   2      0.27        40    0.1   0.0   270   282   112   124   106   138 0.86 -
contig_4:143954-145060      -            369 21604at4891          -            363     0.016   11.3   0.0   1   1   0.00021     0.031   10.3   0.0   188   247    67   125    58   156 0.81 -
contig_2:469957-471009      -            351 21604at4891          -            363     0.026   10.5   0.0   1   1    0.0003     0.044    9.8   0.0   182   207   135   160    98   168 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/21604at4891.hmm
# Target file:     /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/hmmer_output/initial_run_results/21604at4891.out --cpu 1 /home/inf-52-2022/De_novo_assembly/06_Busco/busco_downloads/lineages/saccharomycetes_odb10/hmms/21604at4891.hmm /home/inf-52-2022/De_novo_assembly/06_Busco/output/flye.assembly.fasta/run_saccharomycetes_odb10/metaeuk_output/initial_results/flye.assembly.fasta.modified.fas 
# Current dir:     /home/inf-52-2022/De_novo_assembly/06_Busco
# Date:            Fri Feb 24 09:20:55 2023
# [ok]
